,ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
162,2023-04-26 00:00:00+00:00,35,2,6905,296.1,299.56,292.74,295.89,17244208,MSFT
163,2023-04-27 00:00:00+00:00,35,2,6899,296.72,305.66,294.6,304.57,13399091,MSFT
164,2023-04-28 00:00:00+00:00,35,2,6897,304.45,308.93,302.97,307.6,11214957,MSFT
165,2023-05-01 00:00:00+00:00,35,2,6897,307.2,308.6,305.13,305.45,6074158,MSFT
166,2023-05-02 00:00:00+00:00,35,2,6897,305.99,309.16,303.91,306.24,8477541,MSFT
167,2023-05-03 00:00:00+00:00,35,2,6890,306.2,308.62,303.7,304.76,6854260,MSFT
168,2023-05-04 00:00:00+00:00,35,2,6891,306.62,307.76,303.4,306.4,6050641,MSFT
169,2023-05-05 00:00:00+00:00,35,2,6886,306.22,311.96,304.28,310.62,8678945,MSFT
170,2023-05-08 00:00:00+00:00,35,2,6886,310.42,310.77,306.09,307.85,5937444,MSFT
171,2023-05-09 00:00:00+00:00,35,2,6884,307.7,310.03,306.32,307.3,5871624,MSFT
172,2023-05-10 00:00:00+00:00,35,2,6884,306.28,313.0,305.2,312.3,8608692,MSFT
173,2023-05-11 00:00:00+00:00,35,2,6888,312.34,313.18,306.26,310.0,8731697,MSFT
174,2023-05-12 00:00:00+00:00,35,2,6889,310.2,310.65,306.6,308.33,6441561,MSFT
175,2023-05-15 00:00:00+00:00,35,2,6884,309.08,309.905,307.6,309.45,5248710,MSFT
176,2023-05-16 00:00:00+00:00,35,2,6884,309.78,313.71,308.91,311.6,7729096,MSFT
177,2023-05-17 00:00:00+00:00,35,2,6885,311.63,314.43,310.74,313.95,9013497,MSFT
178,2023-05-18 00:00:00+00:00,35,2,6883,314.12,320.0,313.72,319.15,8991148,MSFT
179,2023-05-19 00:00:00+00:00,35,2,6879,319.35,319.5,316.0,317.85,8308886,MSFT
180,2023-05-22 00:00:00+00:00,35,2,6880,318.5,322.59,317.85,322.1,6347533,MSFT
181,2023-05-23 00:00:00+00:00,35,2,6882,321.93,323.29,315.11,315.95,8767658,MSFT
182,2023-05-24 00:00:00+00:00,35,2,6880,315.0,321.2,312.61,319.08,6689496,MSFT
183,2023-05-25 00:00:00+00:00,35,2,6882,318.51,326.9,318.5,323.95,12184290,MSFT
184,2023-05-26 00:00:00+00:00,35,2,6882,324.94,334.18,323.49,334.18,11530755,MSFT
185,2023-05-30 00:00:00+00:00,35,2,6882,335.62,338.27,330.54,333.0,10121528,MSFT
186,2023-05-31 00:00:00+00:00,35,2,6881,331.0,335.93,327.35,329.35,18810555,MSFT
187,2023-06-01 00:00:00+00:00,35,2,6876,328.96,333.52,324.71,333.21,7976256,MSFT
188,2023-06-02 00:00:00+00:00,35,2,6873,333.63,337.49,330.9,335.12,7275781,MSFT
189,2023-06-05 00:00:00+00:00,35,2,6872,334.99,338.55,333.0,335.48,6141315,MSFT
190,2023-06-06 00:00:00+00:00,35,2,6868,335.73,336.43,332.18,333.26,6326950,MSFT
191,2023-06-07 00:00:00+00:00,35,2,6867,332.97,334.46,322.07,322.58,12687528,MSFT
192,2023-06-08 00:00:00+00:00,35,2,6866,322.06,326.63,321.26,323.6,7840615,MSFT
193,2023-06-09 00:00:00+00:00,35,2,6849,324.0,329.99,323.19,327.2,7896147,MSFT
194,2023-06-12 00:00:00+00:00,35,2,6853,328.46,334.2,325.16,334.0,9320726,MSFT
195,2023-06-13 00:00:00+00:00,35,2,6854,335.24,336.98,330.4,333.68,7309023,MSFT
196,2023-06-14 00:00:00+00:00,35,2,6857,334.79,339.04,332.83,338.11,9119874,MSFT
197,2023-06-15 00:00:00+00:00,35,2,6855,337.37,349.95,334.58,349.0,11910627,MSFT
198,2023-06-16 00:00:00+00:00,35,2,6848,348.78,352.25,341.96,343.0,22964694,MSFT
199,2023-06-20 00:00:00+00:00,35,2,6840,341.79,343.18,335.87,338.47,8690691,MSFT
200,2023-06-21 00:00:00+00:00,35,2,6845,337.65,337.81,332.08,334.62,9504035,MSFT
201,2023-06-22 00:00:00+00:00,35,2,6845,333.1,340.5,333.01,339.71,7093224,MSFT
202,2023-06-23 00:00:00+00:00,35,2,6844,338.46,338.46,333.45,334.88,8948116,MSFT
203,2023-06-26 00:00:00+00:00,35,2,6837,334.86,336.11,328.45,329.84,7252748,MSFT
204,2023-06-27 00:00:00+00:00,35,2,6841,329.86,336.15,328.43,334.36,7871029,MSFT
205,2023-06-28 00:00:00+00:00,35,2,6846,334.57,337.98,333.81,336.41,6540314,MSFT
206,2023-06-29 00:00:00+00:00,35,2,6851,335.99,336.78,332.615,335.15,5673307,MSFT
207,2023-06-30 00:00:00+00:00,35,2,6854,335.67,342.74,335.36,340.75,11159377,MSFT
208,2023-07-03 00:00:00+00:00,35,2,6849,340.72,341.41,336.58,338.0,3888271,MSFT
209,2023-07-05 00:00:00+00:00,35,2,6846,336.71,341.65,334.75,337.85,6393861,MSFT
210,2023-07-06 00:00:00+00:00,35,2,6843,338.23,342.99,335.5,341.32,8288548,MSFT
211,2023-07-07 00:00:00+00:00,35,2,6840,340.8,343.0,337.0,337.39,7101707,MSFT
212,2023-07-10 00:00:00+00:00,35,2,6833,334.99,335.83,327.59,331.19,10453756,MSFT
213,2023-07-11 00:00:00+00:00,35,2,6830,332.48,333.2,327.0,332.58,7436403,MSFT
214,2023-07-12 00:00:00+00:00,35,2,6826,333.21,341.66,332.18,337.6,9415293,MSFT
215,2023-07-13 00:00:00+00:00,35,2,6827,339.12,343.74,338.14,342.68,6636714,MSFT
216,2023-07-14 00:00:00+00:00,35,2,6827,346.29,351.43,344.31,346.8,8077709,MSFT
217,2023-07-17 00:00:00+00:00,35,2,6824,347.1,347.88,342.19,344.89,7293477,MSFT
218,2023-07-18 00:00:00+00:00,35,2,6823,345.11,366.78,342.17,360.77,17281415,MSFT
219,2023-07-19 00:00:00+00:00,35,2,6822,361.0,362.96,352.44,353.4,9903817,MSFT
220,2023-07-20 00:00:00+00:00,35,2,6818,353.13,357.415,345.36,346.41,10648595,MSFT
221,2023-07-21 00:00:00+00:00,35,2,6815,348.34,350.6,340.86,344.8,35181557,MSFT
222,2023-07-24 00:00:00+00:00,35,2,6814,345.7,346.95,342.32,346.2,6419737,MSFT
223,2023-07-25 00:00:00+00:00,35,2,6812,346.82,354.9,335.0,338.0,11505525,MSFT
224,2023-07-26 00:00:00+00:00,35,2,6810,338.33,344.66,333.11,338.01,14517782,MSFT
225,2023-07-27 00:00:00+00:00,35,2,6808,340.15,341.33,329.04,330.15,11156731,MSFT
226,2023-07-28 00:00:00+00:00,35,2,6805,332.82,340.0,332.5,338.1,8892137,MSFT
227,2023-07-31 00:00:00+00:00,35,2,6803,338.02,338.2,333.36,336.1,8688321,MSFT
228,2023-08-01 00:00:00+00:00,35,2,6810,335.55,338.53,333.27,334.39,6164414,MSFT
229,2023-08-02 00:00:00+00:00,35,2,6807,332.61,334.45,326.2,328.4,9377713,MSFT
230,2023-08-03 00:00:00+00:00,35,2,6808,325.77,329.86,324.85,329.62,6105821,MSFT
231,2023-08-04 00:00:00+00:00,35,2,6805,329.78,335.15,327.24,327.65,7791340,MSFT
232,2023-08-07 00:00:00+00:00,35,2,6799,330.19,331.12,327.52,330.45,4753143,MSFT
233,2023-08-08 00:00:00+00:00,35,2,6800,329.8,330.22,322.99,325.65,6860245,MSFT
234,2023-08-09 00:00:00+00:00,35,2,6800,326.94,327.7,321.05,322.93,6792584,MSFT
235,2023-08-10 00:00:00+00:00,35,2,6799,324.36,328.28,321.17,323.5,5047083,MSFT
236,2023-08-11 00:00:00+00:00,35,2,6800,323.48,323.48,319.22,320.75,6174181,MSFT
237,2023-08-14 00:00:00+00:00,35,2,6796,323.29,324.68,320.11,324.68,5551032,MSFT
238,2023-08-15 00:00:00+00:00,35,2,6797,322.73,325.09,320.9,321.96,5193337,MSFT
239,2023-08-16 00:00:00+00:00,35,2,6795,322.47,324.43,319.31,319.31,6487573,MSFT
240,2023-08-17 00:00:00+00:00,35,2,6799,320.11,321.85,315.59,315.66,6850978,MSFT
241,2023-08-18 00:00:00+00:00,35,2,6797,315.94,318.38,311.56,317.0,8345797,MSFT
242,2023-08-21 00:00:00+00:00,35,2,6801,317.33,322.77,316.99,321.37,6499579,MSFT
243,2023-08-22 00:00:00+00:00,35,2,6803,323.0,326.2,321.47,322.31,5201207,MSFT
244,2023-08-23 00:00:00+00:00,35,2,6806,324.2,335.15,322.93,332.89,6457708,MSFT
245,2023-08-24 00:00:00+00:00,35,2,6797,333.01,334.7,318.28,319.62,7948296,MSFT
246,2023-08-25 00:00:00+00:00,35,2,6795,320.0,325.4,318.81,322.94,7515942,MSFT
247,2023-08-28 00:00:00+00:00,35,2,6794,322.86,326.15,321.73,323.9,4570347,MSFT
248,2023-08-29 00:00:00+00:00,35,2,6793,323.77,329.27,321.55,329.06,6892126,MSFT
249,2023-08-30 00:00:00+00:00,35,2,6794,328.99,329.83,326.44,329.09,4883575,MSFT
250,2023-08-31 00:00:00+00:00,35,2,6792,329.77,330.9,326.78,328.3,10487392,MSFT
251,2023-09-01 00:00:00+00:00,35,2,6786,328.31,332.0,326.77,328.05,5498760,MSFT
252,2023-09-05 00:00:00+00:00,35,2,6785,327.34,334.84,326.5,333.2,5840124,MSFT
253,2023-09-06 00:00:00+00:00,35,2,6784,331.98,334.45,330.18,333.16,5339069,MSFT
254,2023-09-07 00:00:00+00:00,35,2,6782,332.32,333.08,329.04,330.33,6482298,MSFT
255,2023-09-08 00:00:00+00:00,35,2,6780,331.2,336.16,329.03,334.65,5844947,MSFT
256,2023-09-11 00:00:00+00:00,35,2,6777,336.11,338.42,334.43,336.55,5659810,MSFT
257,2023-09-12 00:00:00+00:00,35,2,6782,336.73,336.91,331.48,331.94,6353571,MSFT
258,2023-09-13 00:00:00+00:00,35,2,6783,332.06,336.85,329.77,336.5,5872533,MSFT
259,2023-09-14 00:00:00+00:00,35,2,6784,336.92,340.87,336.05,340.2,7111718,MSFT
260,2023-09-15 00:00:00+00:00,35,2,6791,339.83,339.83,329.66,330.05,18529944,MSFT
261,2023-09-18 00:00:00+00:00,35,2,6796,330.47,331.31,326.36,329.29,5820626,MSFT
262,2023-09-19 00:00:00+00:00,35,2,6800,329.21,329.66,324.52,328.9,5685313,MSFT
263,2023-09-20 00:00:00+00:00,35,2,6807,328.91,330.3,320.0,320.06,6742412,MSFT
264,2023-09-21 00:00:00+00:00,35,2,6810,320.19,325.33,317.01,319.1,10963848,MSFT
265,2023-09-22 00:00:00+00:00,35,2,6813,320.87,321.8,316.12,316.81,7665671,MSFT
266,2023-09-25 00:00:00+00:00,35,2,6808,317.56,318.2,314.45,317.42,5009136,MSFT
267,2023-09-26 00:00:00+00:00,35,2,6800,315.94,316.84,310.06,312.98,8085423,MSFT
268,2023-09-27 00:00:00+00:00,35,2,6806,314.36,314.69,309.7,313.78,6008462,MSFT
269,2023-09-28 00:00:00+00:00,35,2,6817,313.09,315.48,309.45,314.0,5957889,MSFT
270,2023-09-29 00:00:00+00:00,35,2,6816,315.61,319.47,314.98,315.81,10024005,MSFT
271,2023-10-02 00:00:00+00:00,35,2,6818,318.94,322.47,315.17,321.81,6800510,MSFT
272,2023-10-03 00:00:00+00:00,35,2,6817,321.47,322.4,311.215,313.69,6954543,MSFT
